Kod,Ders,Eğitmen(ler),Gün,Saat,Bina,Kayıtlı,Kontenjan,Bölüm sınırlaması,CRN,Term
MAT 103E,Mathematics I,--,Salı Çarşamba,0830/1129 1330/1529,MED MED,0.0,0,BIO BIOE BLG BLGE CEV CEVE CHZ CHZE DEN DENE ECNE EHB EHBE ELE ELH ELK ELKE END ENDE EUT EUTE FIZ FIZE GEM GEME GEMM GEO GEOE GID GIDE ICM IML IMLE INS INSE ISL ISLE JEF JEFE JEO JEOE KIM KIME KIMM KMM KMME KMMM KOM KOME MAD MADE MAK MAKE MAKM MATM MET METE MIM MIME MTO MTOE PEM PEME PETE PETM SBP SBPE SEH TEK TEKE TEL UCK UCKE UCKM UZB UZBE UZBM,10615.0,2018 - 2019 Güz Dönemi
TUR 102,Türk Dili II,--,Salı,1330/1529,,0.0,0,SDU,13782.0,2020 - 2021 Güz Dönemi
MAT 210,Mühendislik Matematiği,--,Pazartesi Cuma,1330/1529 0830/1029,GDB GDB,0.0,0,BIO BLG CEV CHZ EHB ELE ELH ELK FIZ GEO INS JDF JEF JEO KIM MAD MATM MET MTO PET TEK TEL UCK UCKM UZB UZBM,10660.0,2018 - 2019 Güz Dönemi
FIZ 4901,Fizik Mühendisliği Tasarımı I,Günay Başar,----,/,FEB,0.0,0,FIZ,11517.0,2022 - 2023 Güz Dönemi
TUR 102,Türk Dili II,--,Pazartesi,1530/1729,DZB,0.0,0,SDU,15328.0,2021 - 2022 Güz Dönemi
MAT 104E,Mathematics II,--,Pazartesi Salı,1330/1529 0830/1129,ISB ISB,0.0,0,BIO BIOE BLG BLGE CEV CEVE CHZ CHZE DEN DENE DUI DUIE DUIK ECNE EHB EHBE ELE ELH ELK ELKE END ENDE FIZ FIZE GEM GEME GEMK GEMM GEO GEOE GID GIDE GMI GMIE GMIK IML IMLE INS INSE ISL ISLE JDF JEF JEFE JEO JEOE KIM KIME KMM KMME KMMM KOM KOME MAD MADE MAK MAKE MAKM MATM MET METE MTO MTOE PET PETE PETM TEK TEKE TEL UCK UCKE UCKM UZB UZBE UZBM,13390.0,2017 - 2018 Güz Dönemi
FIZ 463E,Astrophysics I,Kazım Yavuz Ekşi,Salı Cuma,1530/1729 1430/1529,FEB FEB,0.0,0,FIZ FIZE FIZM,11516.0,2022 - 2023 Güz Dönemi
FIZ 457E,Optics I,Gönül Eryürek,Pazartesi Salı,1530/1729 1330/1529,FEB FEB,0.0,0,FIZ FIZE,11514.0,2022 - 2023 Güz Dönemi
FIZ 443,Güneş Ener. Fizik ve Tek. I,Zuhal Er,Çarşamba,1230/1529,EEB,0.0,0,DUI FIZ FIZE FIZM GMI,11515.0,2022 - 2023 Güz Dönemi
FIZ 437E,Stat.Lear.from Data:App.inPhy.,Emre Onur Kahya,Çarşamba Perşembe,1230/1429 1230/1429,FEB FEB,0.0,0,FIZ FIZE MAT MATE,11512.0,2022 - 2023 Güz Dönemi
FIZ 433E,Nuclear Physics I,Cenap Şahabettin Özben,Pazartesi Cuma,1230/1429 1530/1729,FEB FEB,0.0,0,FIZ FIZE FIZM,11511.0,2022 - 2023 Güz Dönemi
TUR 101,Türk Dili I,--,Salı,1130/1329,EEB,0.0,0,SBL,14839.0,2021 - 2022 Güz Dönemi
FIZ 426E,Opto Electronics,Ali Gelir,Çarşamba,1230/1529,FEB,0.0,0,FIZ FIZE FIZM,11510.0,2022 - 2023 Güz Dönemi
FIZ 421E,Advanced Physics Project Lab.,Ali Gelir,Pazartesi Salı,1030/1229 1530/1729,FEB FEB,0.0,0,FIZ FIZE,15238.0,2022 - 2023 Güz Dönemi
FIZ 421E,Advanced Physics Project Lab.,Mehmet Kerim Ramazanoğlu,Cuma,1230/1629,FEB,0.0,0,FIZ FIZE,15267.0,2022 - 2023 Güz Dönemi
FIZ 421,İleri Fizik Proje Laboratuarı,Neşe Özdemir,Pazartesi Perşembe,1030/1229 1230/1429,FEB FEB,0.0,0,FIZ FIZE,15237.0,2022 - 2023 Güz Dönemi
MAT 141E,Linear Algebra I,--,Salı,0830/1129,FEB,0.0,0,MATE,10559.0,2017 - 2018 Güz Dönemi
TUR 101,Türk Dili I,--,Çarşamba,1030/1229,,0.0,0,SGM,12160.0,2021 - 2022 Güz Dönemi
MAT 202E,Numerical Methods,--,Çarşamba,1230/1529,GDB,0.0,0,BLG BLGE CEV CEVE CHZ CHZE DEN DENE EHB EHBE ELE ELH ELK ELKE GEM GEME GEMK GEO GEOE GID GIDE IML IMLE INS INSE JEF JEFE JEO JEOE KMM KMME KOM KOME KON KONE MAD MADE MAK MAKE MET METE MTO MTOE PET PETE TEK TEKE TEL UCK UCKE UZB UZBE,11873.0,2017 - 2018 Güz Dönemi
TUR 101,Türk Dili I,--,Perşembe,1330/1529,,0.0,0,SDU SGM,11765.0,2021 - 2022 Güz Dönemi
FIZ 415E,Quantum Mechanics II,Cem Özgür Servantie,Pazartesi Çarşamba Cuma,0830/1029 0830/1029 0830/0929,FEB MED FEB,0.0,0,FIZ FIZE,14908.0,2022 - 2023 Güz Dönemi
TUR 122,Türk Dili II,--,Pazartesi,0830/1029,,0.0,0,BIO BIOE BLG BLGE BST CAB CEB CEV CEVE CHZ CHZE DEN DENE DUI DUIE ECNE EHB EHBE EHN ELE ELH ELK ELKE END ENDE ENTE EUT EUTE FIZ FIZE GEM GEME GEMK GEO GEOE GID GIDE GMI GMIE ICM IML IMLE INS INSE ISL ISLE JDF JEF JEFE JEO JEOE KIM KIME KMM KMME KMP KOM KOME MAD MADE MAK MAKE MAT MATE MBI MCB MET METE MIM MIME MTO MTOE MTR MUT MUZ MUZE MZT PEM PEME PET PETE SBL SBP SBPE SCE SDU SED SEH SEK SEN SES SGI SGM SIN SIS SMT STP TEK TEKE TEL THO UCK UCKE UZB UZBE YZVE,25829.0,2021 - 2022 Bahar Dönemi
TUR 122,Türk Dili II,--,Pazartesi,1030/1229,,0.0,0,BIO BIOE BLG BLGE BST CAB CEB CEV CEVE CHZ CHZE DEN DENE DUI DUIE ECNE EHB EHBE EHN ELE ELH ELK ELKE END ENDE ENTE EUT EUTE FIZ FIZE GEM GEME GEMK GEO GEOE GID GIDE GMI GMIE ICM IML IMLE INS INSE ISL ISLE JDF JEF JEFE JEO JEOE KIM KIME KMM KMME KMP KOM KOME MAD MADE MAK MAKE MAT MATE MBI MCB MET METE MIM MIME MTO MTOE MTR MUT MUZ MUZE MZT PEM PEME PET PETE SBL SBP SBPE SCE SDU SED SEH SEK SEN SES SGI SGM SIN SIS SMT STP TEK TEKE TEL THO UCK UCKE UZB UZBE YZVE,25830.0,2021 - 2022 Bahar Dönemi
FIZ 411E,Electromagnetik Theory I,Hakan Özgür Özer,Salı Perşembe Cuma,0830/1029 0830/1029 1030/1129,FEB FEB FEB,0.0,0,FIZ FIZE,11508.0,2022 - 2023 Güz Dönemi
FIZ 321E,Mathematical Mthds in Physc I,Ahmet Levent Subaşı,Salı Perşembe Cuma,0830/1029 0830/1029 0930/1029,FEB FEB FEB,0.0,0,FIZ FIZE,11507.0,2022 - 2023 Güz Dönemi
FIZ 314E,Quantum Mechanics I,--,Pazartesi Çarşamba Cuma,0830/1029 0830/1029 0830/0929,FEB FEB FEB,0.0,0,FIZ FIZM,11506.0,2022 - 2023 Güz Dönemi
FIZ 314,Kuantum Mekaniği I,Ömer Faruk Dayı,Pazartesi Çarşamba Cuma,0830/1029 0830/1029 0830/0929,FEB FEB FEB,0.0,0,FIZ FIZM,14956.0,2022 - 2023 Güz Dönemi
FIZ 310E,Statistic Physics,Ferid Salehli,Salı Çarşamba Perşembe,1030/1229 1030/1229 1130/1229,FEB FEB FEB,0.0,0,FIZ FIZE,11505.0,2022 - 2023 Güz Dönemi
TUR 122,Türk Dili II,--,Salı,1130/1329,,0.0,0,SBL,25865.0,2021 - 2022 Bahar Dönemi
FIZ 272E,Computatnl Methods in Physics,Mehmet Kerim Ramazanoğlu,Pazartesi Perşembe,1230/1429 1230/1429,FEB FEB,0.0,0,FIZ FIZE FIZM,11503.0,2022 - 2023 Güz Dönemi
FIZ 4901E,Physics Engeering Design I,Günay Başar,----,/,FEB,0.0,0,FIZ,11518.0,2022 - 2023 Güz Dönemi
FIZ 4902,Fizik Mühendisliği Tasarımı II,Günay Başar,----,/,FEB,0.0,0,FIZ,11519.0,2022 - 2023 Güz Dönemi
MAT 271E,Probability and Statistics,--,Salı,1330/1629,KMB,0.0,0,BIO BIOE BLG BLGE CEV CEVE CHZ CHZE DEN DENE DUI EHB EHBE EHN ELE ELH ELK ELKE EUT EUTE FIZ FIZE GEM GEME GEMK GEO GEOE GID GIDE GMI GMIE GMIK IML IMLE INS INSE JEF JEFE JEO JEOE KMM KMME KOM KOME KON KONE MAD MADE MAK MAKE MET METE MTO MTOE PET PETE SBP SBPE SEH TEK TEKE TEL UCK UCKE UZB UZBE,21863.0,2017 - 2018 Bahar Dönemi
MAT 488E,Numerical Solutions of PDE,--,Pazartesi,1430/1729,FEB,0.0,0,MAT MATE MATM,10884.0,2018 - 2019 Güz Dönemi
TUR 101,Türk Dili I,--,Salı,0830/1029,,0.0,0,SGM,13928.0,2020 - 2021 Güz Dönemi
KIM 481E,Industrial Polymers,--,Pazartesi,1030/1329,FEB,0.0,0,KIM KIME,12110.0,2018 - 2019 Güz Dönemi
KIM 482E,Organic Reactions,--,Çarşamba,1230/1529,FEB,0.0,0,KIM KIME,12111.0,2018 - 2019 Güz Dönemi
MAT 210E,Engineering Mathematics,--,Çarşamba Perşembe,1330/1529 1330/1529,MKB MKB,0.0,0,BIOE BLG BLGE CEV CEVE CHZ DEN ECNE EHB EHBE ELK ELKE END ENDE FIZ GEM GEO GEOE GID INS INSE ISL ISLE JEF JEO KIM KMM MAD MET METE MTO PETE TEKE UCK UZBE,15446.0,2018 - 2019 Güz Dönemi
FIZ 102E,Physics II,--,Perşembe,1430/1729,MED,0.0,0,BIO BIOE BLG BLGE CEV CEVE CHZ CHZE DEN DENE EHB EHBE ELK ELKE END ENDE FIZM GEM GEME GEMK GEO GEOE GID GIDE IML IMLE INS INSE ISL ISLE JDF JEF JEFE JEO JEOE KIM KIME KMM KMME KOM KOME MAD MADE MAK MAKE MAKM MAT MATE MET METE MTO MTOE PET PETE TEK TEKE UCK UCKE UCKM UZB UZBE UZBM YZVE,20393.0,2021 - 2022 Bahar Dönemi
MAT 210E,Engineering Mathematics,--,Pazartesi Cuma,1330/1529 0830/1029,FEB FEB,0.0,0,BIOE BLG BLGE CEV CEVE CHZ CHZE DEN DENE ECNE EHB EHBE ELK ELKE END ENDE FIZ FIZE GEM GEME GEO GEOE GID GIDE INS INSE ISL ISLE JEF JEFE JEO JEOE KIM KIME KMM KMME MAD MADE MATM MET METE MTO MTOE PETE TEKE UCK UCKE UCKM UZBE UZBM,10698.0,2018 - 2019 Güz Dönemi
TUR 101,Türk Dili I,--,Çarşamba,0830/1029,,0.0,0,SDU,13780.0,2020 - 2021 Güz Dönemi
MAT 261,Lineer Cebir,--,Salı Perşembe,1030/1229 1530/1629,MKB MKB,0.0,0,IML MAK,15438.0,2018 - 2019 Güz Dönemi
MAT 281E,Linear Algebra and Applicat.,--,Perşembe,1330/1629,EEB,0.0,0,EHB EHBE ELE ELK ELKE KOM KOME TEL,11257.0,2018 - 2019 Güz Dönemi
FIZ 102E,Physics II,--,Cuma,0830/1129,MED,0.0,0,BIO BIOE BLG BLGE CEV CEVE CHZ CHZE DEN DENE EHB EHBE ELK ELKE END ENDE FIZM GEM GEME GEMK GEO GEOE GID GIDE IML IMLE INS INSE ISL ISLE JDF JEF JEFE JEO JEOE KIM KIME KMM KMME KOM KOME MAD MADE MAK MAKE MAKM MAT MATE MET METE MTO MTOE PET PETE TEK TEKE UCK UCKE UCKM UZB UZBE UZBM YZVE,20421.0,2021 - 2022 Bahar Dönemi
FIZ 101E,Physics I,--,Çarşamba,0830/1129,,0.0,0,BIO BIOE BLG BLGE CEN CEV CEVE CHZ CHZE DEN DENE DUI DUIE EEE EHB EHBE ELE ELH ELK ELKE END ENDE ENTE EUT EUTE FIZM GEM GEME GEMK GEO GEOE GID GIDE GMI GMIE IML IMLE INS INSE ISL ISLE JDF JEF JEFE JEO JEOE KIM KIME KMM KMME KMMM KOM KOME MAD MADE MAK MAKE MAKM MAT MATE MET METE MTO MTOE PET PETE SEH TEK TEKE TEL UCK UCKE UCKM UZB UZBE UZBM YZVE,20293.0,2021 - 2022 Bahar Dönemi
MAT 449E,Lorentzian Geometry,--,Salı,1430/1729,FEB,0.0,0,MAT MATE,10876.0,2018 - 2019 Güz Dönemi
FIZ 101E,Physics I,--,Perşembe,1430/1729,,0.0,0,BIO BIOE BLG BLGE CEN CEV CEVE CHZ CHZE DEN DENE DUI DUIE EEE EHB EHBE ELE ELH ELK ELKE END ENDE ENTE EUT EUTE FIZM GEM GEME GEMK GEO GEOE GID GIDE GMI GMIE IML IMLE INS INSE ISL ISLE JDF JEF JEFE JEO JEOE KIM KIME KMM KMME KMMM KOM KOME MAD MADE MAK MAKE MAKM MAT MATE MET METE MTO MTOE PET PETE SEH TEK TEKE TEL UCK UCKE UCKM UZB UZBE UZBM YZVE,20296.0,2021 - 2022 Bahar Dönemi
FIZ 4902E,Physics Engeering Design II,Günay Başar,----,/,FEB,0.0,0,FIZ,11520.0,2022 - 2023 Güz Dönemi
FIZ 101E,Physics I,--,Cuma,0830/1129,,0.0,0,BIO BIOE BLG BLGE CEN CEV CEVE CHZ CHZE DEN DENE DUI DUIE EEE EHB EHBE ELE ELH ELK ELKE END ENDE ENTE EUT EUTE FIZM GEM GEME GEMK GEO GEOE GID GIDE GMI GMIE IML IMLE INS INSE ISL ISLE JDF JEF JEFE JEO JEOE KIM KIME KMM KMME KMMM KOM KOME MAD MADE MAK MAKE MAKM MAT MATE MET METE MTO MTOE PET PETE SEH TEK TEKE TEL UCK UCKE UCKM UZB UZBE UZBM YZVE,20299.0,2021 - 2022 Bahar Dönemi
TUR 102,Türk Dili II,--,Salı,1030/1229,,0.0,0,SMT STP,23307.0,2020 - 2021 Bahar Dönemi
FIZ 494E,General Relativity,Abdurrahman Savaş Arapoğlu,Pazartesi,1430/1729,FEB,0.0,0,FIZ FIZE FIZM,11513.0,2022 - 2023 Güz Dönemi
FIZ 492E,Graduation Project,Günay Başar,----,/,FEB,0.0,0,FIZ FIZE,11522.0,2022 - 2023 Güz Dönemi
TUR 102,Türk Dili II,Aslı Kantarcı,Perşembe,1730/1929,,38.0,0,BIO BIOE BLG BLGE BST CAB CEB CEV CEVE CHZ CHZE DEN DENE DUI DUIE ECNE EHB EHBE EHN ELE ELH ELK ELKE END ENDE ENTE EUT EUTE FIZ FIZE GEM GEME GEMK GEO GEOE GID GIDE GMI GMIE ICM IML IMLE INS INSE ISL ISLE JDF JEF JEFE JEO JEOE KIM KIME KMM KMME KMP KOM KOME MAD MADE MAK MAKE MAT MATE MET METE MIM MIME MTO MTOE MTR MUT MUZ MUZE MZT PEM PEME PET PETE SBP SBPE SEH SES TEK TEKE TEL THO UCK UCKE UZB UZBE YZVE,20460.0,2020 - 2021 Bahar Dönemi
TUR 102,Türk Dili II,Hasan Ulucutsoy,Perşembe,1730/1929,,66.0,0,BIO BIOE BLG BLGE BST CAB CEB CEV CEVE CHZ CHZE DEN DENE DUI DUIE ECNE EHB EHBE EHN ELE ELH ELK ELKE END ENDE ENTE EUT EUTE FIZ FIZE GEM GEME GEMK GEO GEOE GID GIDE GMI GMIE ICM IML IMLE INS INSE ISL ISLE JDF JEF JEFE JEO JEOE KIM KIME KMM KMME KMP KOM KOME MAD MADE MAK MAKE MAT MATE MET METE MIM MIME MTO MTOE MTR MUT MUZ MUZE MZT PEM PEME PET PETE SBP SBPE SEH SES TEK TEKE TEL THO UCK UCKE UZB UZBE YZVE,20509.0,2020 - 2021 Bahar Dönemi
TUR 102,Türk Dili II,--,Cuma,1600/1759,,0.0,0,BIO BIOE BLG BLGE BST CAB CEB CEV CEVE CHZ CHZE DEN DENE DUI DUIE ECNE EHB EHBE EHN ELE ELH ELK ELKE END ENDE ENTE EUT EUTE FIZ FIZE GEM GEME GEMK GEO GEOE GID GIDE GMI GMIE ICM IML IMLE INS INSE ISL ISLE JDF JEF JEFE JEO JEOE KIM KIME KMM KMME KMP KOM KOME MAD MADE MAK MAKE MAT MATE MET METE MIM MIME MTO MTOE MTR MUT MUZ MUZE MZT PEM PEME PET PETE SBP SBPE SEH SES TEK TEKE TEL THO UCK UCKE UZB UZBE YZVE,20512.0,2020 - 2021 Bahar Dönemi
TUR 102,Türk Dili II,--,,,,0.0,0,BIO BIOE BLG BLGE BST CAB CEB CEV CEVE CHZ CHZE DEN DENE DUI DUIE ECNE EHB EHBE EHN ELE ELH ELK ELKE END ENDE ENTE EUT EUTE FIZ FIZE GEM GEME GEMK GEO GEOE GID GIDE GMI GMIE ICM IML IMLE INS INSE ISL ISLE JDF JEF JEFE JEO JEOE KIM KIME KMM KMME KMP KOM KOME MAD MADE MAK MAKE MAT MATE MET METE MIM MIME MTO MTOE MTR MUT MUZ MUZE MZT PEM PEME PET PETE SBP SBPE SEH SES TEK TEKE TEL THO UCK UCKE UZB UZBE YZVE,22087.0,2020 - 2021 Bahar Dönemi
MAT 262,Lineer Cebir,--,Perşembe,1430/1629,DZB,0.0,0,DUI GMI GMIE,23457.0,2017 - 2018 Bahar Dönemi
MAT 262E,Linear Algebra,--,Cuma,1330/1529,DZB,0.0,0,DUI DUIE GMI GMIE,23465.0,2017 - 2018 Bahar Dönemi
MAT 262E,Linear Algebra,--,Cuma,1030/1229,DZB,0.0,0,DUI DUIE GMI GMIE,23463.0,2017 - 2018 Bahar Dönemi
FIZ 492,Bitirme Çalışması,Günay Başar,----,/,FEB,0.0,0,FIZ,11521.0,2022 - 2023 Güz Dönemi
FIZ 102EL,Physics II Laboratory,--,Pazartesi,1330/1529,FEB,0.0,0,BIO BIOE BLG BLGE CEV CEVE CHZ CHZE DEN DENE EHB EHBE ELK ELKE END ENDE GEM GEME GEMK GEO GEOE GID GIDE IML IMLE INS INSE ISL ISLE JDF JEF JEFE JEO JEOE KIM KIME KMM KMME KOM KOME MAD MADE MAK MAKE MAT MATE MET METE MTO MTOE PET PETE TEK TEKE UCK UCKE UZB UZBE YZVE,20448.0,2021 - 2022 Bahar Dönemi
FIZ 102EL,Physics II Laboratory,--,Pazartesi,1130/1329,FEB,0.0,0,BIO BIOE BLG BLGE CEV CEVE CHZ CHZE DEN DENE EHB EHBE ELK ELKE END ENDE GEM GEME GEMK GEO GEOE GID GIDE IML IMLE INS INSE ISL ISLE JDF JEF JEFE JEO JEOE KIM KIME KMM KMME KOM KOME MAD MADE MAK MAKE MAT MATE MET METE MTO MTOE PET PETE TEK TEKE UCK UCKE UZB UZBE YZVE,20441.0,2021 - 2022 Bahar Dönemi
FIZ 102EL,Physics II Laboratory,--,Pazartesi,0930/1129,FEB,0.0,0,BIO BIOE BLG BLGE CEV CEVE CHZ CHZE DEN DENE EHB EHBE ELK ELKE END ENDE GEM GEME GEMK GEO GEOE GID GIDE IML IMLE INS INSE ISL ISLE JDF JEF JEFE JEO JEOE KIM KIME KMM KMME KOM KOME MAD MADE MAK MAKE MAT MATE MET METE MTO MTOE PET PETE TEK TEKE UCK UCKE UZB UZBE YZVE,20431.0,2021 - 2022 Bahar Dönemi
FIZ 101,Fizik I,--,Cuma,0830/1129,FEB,0.0,0,BLG EHB ELE ELH ELK END FIZM GEM GID INS ISL JEO KMM KMMM KOM MAT MET MTO TEL UCKM,14192.0,2021 - 2022 Güz Dönemi
MAT 103E,Mathematics I,--,Pazartesi Salı,0830/1129 1130/1329,,0.0,0,BIO BIOE BLG BLGE CEV CEVE CHZ CHZE DEN DENE DUI DUIE ECNE EHB EHBE ELE ELH ELK ELKE END ENDE ENTE EUT EUTE FIZ FIZE GEM GEME GEMK GEMM GEO GEOE GID GIDE GMI GMIE ICM IML IMLE INS INSE ISL ISLE JDF JEF JEFE JEO JEOE KIM KIME KIMM KMM KMME KMMM KOM KOME MAD MADE MAK MAKE MAKM MATM MET METE MIM MIME MTO MTOE PEM PEME PET PETE PETM SBP SBPE SEH TEK TEKE TEL UCK UCKE UCKM UZB UZBE UZBM YZVE,10708.0,2020 - 2021 Güz Dönemi
MAT 104,Matematik II,***,Çarşamba Perşembe,1130/1329 0830/1129,,0.0,0,BIO BLG CEV CHZ DEN DUI END FIZ GEM GEMM GEO GID GMI IML IMLM INS ISL JDF JEF JEFM JEO KIM KMM KMMM MAD MAK MAKM MATM MET MTO PET PETM TEK UCK UCKM UZB UZBM,10571.0,2020 - 2021 Güz Dönemi
MAT 104,Matematik II,***,Çarşamba Perşembe,1130/1329 0830/1129,,0.0,0,BIO BLG CEV CHZ DEN DUI END FIZ GEM GEMM GEO GID GMI IML IMLM INS ISL JDF JEF JEFM JEO KIM KMM KMMM MAD MAK MAKM MATM MET MTO PET PETM TEK UCK UCKM UZB UZBM,10574.0,2020 - 2021 Güz Dönemi
MAT 104,Matematik II,***,Çarşamba Perşembe,0830/1129 1230/1429,,0.0,0,BIO BLG CEV CHZ DEN DUI END FIZ GEM GEMM GEO GID GMI IML IMLM INS ISL JDF JEF JEFM JEO KIM KMM KMMM MAD MAK MAKM MATM MET MTO PET PETM TEK UCK UCKM UZB UZBM,10566.0,2020 - 2021 Güz Dönemi
MAT 104,Matematik II,***,Çarşamba Perşembe,0830/1129 1230/1429,,0.0,0,BIO BLG CEV CHZ DEN DUI END FIZ GEM GEMM GEO GID GMI IML IMLM INS ISL JDF JEF JEFM JEO KIM KMM KMMM MAD MAK MAKM MATM MET MTO PET PETM TEK UCK UCKM UZB UZBM,10563.0,2020 - 2021 Güz Dönemi
TUR 101,Türk Dili I,Ömür Akyüzlü,Pazartesi,1330/1529,MEDB,17.0,0,BIO BIOE BLG BLGE CAB CEV CEVE CHZ CHZE DEN DENE ECNE EHB EHBE EHN ELE ELH ELK ELKE END ENDE EUT EUTE FIZ FIZE GEM GEME GEMK GEO GEOE GID GIDE ICM IML IMLE INS INSE ISL ISLE JDF JEF JEFE JEO JEOE KIM KIME KMM KMME KMP KOM KOME MAD MADE MAK MAKE MAT MATE MCB MET METE MIM MIME MTO MTOE MTR MUT MUZ MUZE PEM PEME PET PETE SBP SBPE SEH SES TEK TEKE TEL THO UCK UCKE UZB UZBE,10693.0,2017 - 2018 Güz Dönemi
TUR 101,Türk Dili I,Hasan Ulucutsoy,Pazartesi,1330/1529,MEDB,23.0,0,BIO BIOE BLG BLGE CAB CEV CEVE CHZ CHZE DEN DENE ECNE EHB EHBE EHN ELE ELH ELK ELKE END ENDE EUT EUTE FIZ FIZE GEM GEME GEMK GEO GEOE GID GIDE ICM IML IMLE INS INSE ISL ISLE JDF JEF JEFE JEO JEOE KIM KIME KMM KMME KMP KOM KOME MAD MADE MAK MAKE MAT MATE MCB MET METE MIM MIME MTO MTOE MTR MUT MUZ MUZE PEM PEME PET PETE SBP SBPE SEH SES TEK TEKE TEL THO UCK UCKE UZB UZBE,10716.0,2017 - 2018 Güz Dönemi
MAT 104,Matematik II,--,Pazartesi Salı,0830/1129 1130/1329,,0.0,0,BIO BLG CEV CHZ DEN DUI END FIZ GEM GEMM GEO GID GMI IML IMLM INS ISL JDF JEF JEFM JEO KIM KMM KMMM MAD MAK MAKM MATM MET MTO PET PETM TEK UCK UCKM UZB UZBM,10546.0,2020 - 2021 Güz Dönemi
FIZ 101E,Physics I,***,,,,0.0,0,BIO BIOE BLG BLGE CEV CEVE CHZ CHZE DEN DENE DUI DUIE EHB EHBE ELE ELH ELK ELKE END ENDE ENTE EUT EUTE FIZM GEM GEME GEMK GEO GEOE GID GIDE GMI GMIE IML IMLE INS INSE ISL ISLE JDF JEF JEFE JEO JEOE KIM KIME KMM KMME KMMM KOM KOME MAD MADE MAK MAKE MAKM MAT MATE MET METE MTO MTOE PET PETE SEH TEK TEKE TEL UCK UCKE UCKM UZB UZBE UZBM YZVE,10376.0,2021 - 2022 Güz Dönemi
MAT 104E,Mathematics II,***,Çarşamba Perşembe,1130/1329 0830/1129,,0.0,0,BIO BIOE BLG BLGE CEV CEVE CHZ CHZE DEN DENE DUI DUIE ECNE EHB EHBE ELE ELH ELK ELKE END ENDE FIZ FIZE GEM GEME GEMK GEMM GEO GEOE GID GIDE GMI GMIE IML IMLE INS INSE ISL ISLE JDF JEF JEFE JEFM JEO JEOE KIM KIME KMM KMME KMMM KOM KOME MAD MADE MAK MAKE MAKM MATM MET METE MTO MTOE PET PETE PETM SEH TEK TEKE TEL UCK UCKE UCKM UZB UZBE UZBM,10845.0,2020 - 2021 Güz Dönemi
MAT 104E,Mathematics II,--,Çarşamba Perşembe,1130/1329 0830/1129,,0.0,0,BIO BIOE BLG BLGE CEV CEVE CHZ CHZE DEN DENE DUI DUIE ECNE EHB EHBE ELE ELH ELK ELKE END ENDE FIZ FIZE GEM GEME GEMK GEMM GEO GEOE GID GIDE GMI GMIE IML IMLE INS INSE ISL ISLE JDF JEF JEFE JEFM JEO JEOE KIM KIME KMM KMME KMMM KOM KOME MAD MADE MAK MAKE MAKM MATM MET METE MTO MTOE PET PETE PETM SEH TEK TEKE TEL UCK UCKE UCKM UZB UZBE UZBM,10832.0,2020 - 2021 Güz Dönemi
KIM 214E,Strct & Properties of Polymers,--,Perşembe,1430/1729,FEB,0.0,0,FIZ FIZE KIM KIME KIMM KYD PETE,21209.0,2018 - 2019 Bahar Dönemi
MAT 104E,Mathematics II,***,Çarşamba Perşembe,0830/1129 1230/1429,,0.0,0,BIO BIOE BLG BLGE CEV CEVE CHZ CHZE DEN DENE DUI DUIE ECNE EHB EHBE ELE ELH ELK ELKE END ENDE FIZ FIZE GEM GEME GEMK GEMM GEO GEOE GID GIDE GMI GMIE IML IMLE INS INSE ISL ISLE JDF JEF JEFE JEFM JEO JEOE KIM KIME KMM KMME KMMM KOM KOME MAD MADE MAK MAKE MAKM MATM MET METE MTO MTOE PET PETE PETM SEH TEK TEKE TEL UCK UCKE UCKM UZB UZBE UZBM,10830.0,2020 - 2021 Güz Dönemi
MAT 104E,Mathematics II,--,Çarşamba Perşembe,0830/1129 1230/1429,,0.0,0,BIO BIOE BLG BLGE CEV CEVE CHZ CHZE DEN DENE DUI DUIE ECNE EHB EHBE ELE ELH ELK ELKE END ENDE FIZ FIZE GEM GEME GEMK GEMM GEO GEOE GID GIDE GMI GMIE IML IMLE INS INSE ISL ISLE JDF JEF JEFE JEFM JEO JEOE KIM KIME KMM KMME KMMM KOM KOME MAD MADE MAK MAKE MAKM MATM MET METE MTO MTOE PET PETE PETM SEH TEK TEKE TEL UCK UCKE UCKM UZB UZBE UZBM,10822.0,2020 - 2021 Güz Dönemi
MAT 104E,Mathematics II,--,Pazartesi Salı,1230/1429 1430/1729,,0.0,0,BIO BIOE BLG BLGE CEV CEVE CHZ CHZE DEN DENE DUI DUIE ECNE EHB EHBE ELE ELH ELK ELKE END ENDE FIZ FIZE GEM GEME GEMK GEMM GEO GEOE GID GIDE GMI GMIE IML IMLE INS INSE ISL ISLE JDF JEF JEFE JEFM JEO JEOE KIM KIME KMM KMME KMMM KOM KOME MAD MADE MAK MAKE MAKM MATM MET METE MTO MTOE PET PETE PETM SEH TEK TEKE TEL UCK UCKE UCKM UZB UZBE UZBM,10812.0,2020 - 2021 Güz Dönemi
